fold_id,feature,point_type,point_key,value_or_level,glm_frequency_relativity,xgb_frequency_relativity,log_xgb_over_glm_relativity,v51_full_fit_log_gap
0,age_driving_licence,numeric,q0.10,18.0,1.015414226079666,1.0,-0.015296633753740055,-0.0182259157184764
0,age_driving_licence,numeric,q0.20,19.0,1.0102499301506918,1.0,-0.010197755835826734,-0.0121506104789841
0,age_driving_licence,numeric,q0.30,19.0,1.0102499301506918,1.0,-0.010197755835826734,-0.0121506104789841
0,age_driving_licence,numeric,q0.40,20.0,1.0051118993180272,1.0,-0.005098877917913584,-0.0060753052394922
0,age_driving_licence,numeric,q0.50,21.0,1.0,1.0,0.0,0.0
0,age_driving_licence,numeric,q0.60,22.0,0.9949140992943216,0.9965456559332723,0.0016385538293800918,0.006075305239492
0,age_driving_licence,numeric,q0.70,24.0,0.9848197654870587,1.0895856764552276,0.10109414438957522,0.0897793775039284
0,age_driving_licence,numeric,q0.80,26.0,0.9748278481347283,1.0602552756811576,0.08400409483388876,0.0746920667157219
0,age_driving_licence,numeric,q0.90,31.0,0.9502893334989851,1.0715086264809073,0.12005636592367794,0.1112686772891644
0,age_driving_licence,numeric,q0.95,37.0,0.9216570878414093,1.051606853401292,0.13190137765697071,0.1706896171757457
0,vehicle_value,numeric,q0.05,12739.125,0.9604060374715438,0.9217372907984926,-0.041095901843719515,-0.0134959205977478
0,vehicle_value,numeric,q0.10,14610.75,0.9664999691978857,0.9111938517565017,-0.058925602082273695,-0.0155921860054404
0,vehicle_value,numeric,q0.20,17388.0,0.9756139087336408,1.010303844670251,0.03493947806562728,0.0174147418015308
0,vehicle_value,numeric,q0.30,19732.3854,0.9833742031981115,1.0201347985836167,0.03670033064427876,0.0339374674331098
0,vehicle_value,numeric,q0.40,22272.252975,0.9918512532119481,1.0066621862925473,0.014822221305263393,0.0122699696523222
0,vehicle_value,numeric,q0.50,24693.375,1.0,1.0,0.0,0.0
0,vehicle_value,numeric,q0.60,27265.35,1.0087298181909652,0.9992735644924663,-0.009418633141569972,-0.0115408452587285
0,vehicle_value,numeric,q0.70,30429.0,1.0195724982881311,1.019221319646251,-0.00034449647851994455,-0.017201441621345
0,vehicle_value,numeric,q0.80,34497.9369,1.033689358530878,1.0381032252192512,0.0042609220642756615,-0.0098809730709212
0,vehicle_value,numeric,q0.90,41658.75,1.0590095837001823,1.0976542099263853,0.035841249937631804,-0.0266863790572246
0,vehicle_value,numeric,q0.95,49666.33455,1.0880592170767105,1.119155197559036,0.028178538382198016,-0.0219636947962022
0,seats,numeric,q0.05,4.0,0.9984275776835518,1.1038918577462256,0.10041564798688547,0.0723160399119837
0,seats,numeric,q0.10,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.20,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.30,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.40,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.50,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.60,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.70,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.80,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.90,5.0,1.0,1.0,0.0,0.0
0,seats,numeric,q0.95,7.0,1.0031522777506763,1.0,-0.0031473197397867,-0.0151109661332578
0,power_to_weight_ratio,numeric,q0.05,8.68,0.984907028667926,0.9697446078399504,-0.015514503634532306,0.0486197891992534
0,power_to_weight_ratio,numeric,q0.10,9.43,0.9882965439280366,0.9921138372589429,0.0038550576130248378,0.0413537593015757
0,power_to_weight_ratio,numeric,q0.20,10.36,0.9925157474810511,0.991101283543212,-0.0014261464339694017,0.0156702028762767
0,power_to_weight_ratio,numeric,q0.30,10.98,0.9953385520468654,0.9915673345512149,-0.0037960751435173784,0.0113491630042734
0,power_to_weight_ratio,numeric,q0.40,11.51,0.9977579585813089,0.9756957988501638,-0.022359864101191906,0.0044677507266613
0,power_to_weight_ratio,numeric,q0.50,12.0,1.0,1.0,0.0,0.0
0,power_to_weight_ratio,numeric,q0.60,12.64,1.0029359698609386,0.9715703467495346,-0.031773270657705056,-0.0042461173968461
0,power_to_weight_ratio,numeric,q0.70,13.33,1.0061109694767565,0.975038573474885,-0.03137061945360169,0.0114492440952787
0,power_to_weight_ratio,numeric,q0.80,14.3,1.0105913787548535,0.9984232685819047,-0.012113658788065498,0.0072682295543233
0,power_to_weight_ratio,numeric,q0.90,15.65,1.0168602268351417,1.0338484950927171,0.016568571348657822,0.019038601322409
0,power_to_weight_ratio,numeric,q0.95,16.72,1.0218564825133174,1.0639041801294595,0.04032427674343126,0.0606504698264189
0,policy_type,categorical,CC,CC,1.0,1.0,0.0,0.0
0,policy_type,categorical,COMP_E,COMP_E,1.5846802555911104,1.5709054418938275,-0.008730487784123256,0.0086608713547397
0,policy_type,categorical,TPG,TPG,0.9419295148361505,0.9547983344060227,0.013569703258232202,0.0298479786897049
0,policy_type,categorical,COMP_N,COMP_N,3.183052711141303,3.3083396719520994,0.038605745488005584,-0.0182847234689394
0,policy_type,categorical,TP,TP,0.5400857430084139,0.4557457750667993,-0.16979276707347166,-0.1485773197955667
0,business_type,categorical,NB,NB,1.0,1.0,0.0,0.0
0,business_type,categorical,P,P,1.0653414650092112,1.0339436420944963,-0.029915102337558244,-0.0257133896886285
0,payment_frequency,categorical,A,A,1.0,1.0,0.0,0.0
0,payment_frequency,categorical,S,S,1.3040513530141555,1.2581960507696275,-0.03579685451981342,-0.0025968866505779
0,payment_frequency,categorical,Q,Q,1.6587614395445414,1.6202051328726186,-0.023518436667521854,-0.0091075279657528
